id,label,degree,weighted_degree,betweenness,community,primary_brand,brand_label_auto,brand_combo,brand_confidence,narrative_similarity_level,username_norm,actor_type_primary,individual_subtype,is_video_creator,is_verified_registry_actor,individual_in_hcc,account_goal_orientation,target_brand_primary,hcc_dominant_weekday,hcc_dominant_weekday_share,hcc_dominant_daypart,hcc_peak_hour,hcc_weekday_entropy_normalized,hcc_weekday_concentration_score,hcc_n_active_weeks,hcc_dominant_weekday_week_coverage,hcc_temporal_profile_reliability
bestieku_rr99428,bestieku_rr99428,4,3.2142857142857144,0.0,87,Daviena,Mixed_2_Brands,Daviena + Maryame,Medium,Low,bestieku_rr99428,Community Actor,,False,False,False,Mixed Goals,Mixed_2_Brands,Selasa,0.24,Sore,16,0.8229484325323312,0.1770515674676688,5,0.4,Descriptively sufficient
ulasankilat_r3c07m00x2561,ulasankilat_r3c07m00x2561,4,3.142857142857143,0.0,206,Maryame,Maryame,Maryame,High,Medium,ulasankilat_r3c07m00x2561,Community Actor,,False,False,False,Promotional / Supportive,Maryame,Rabu,1.0,Siang,12,-0.0,1.0,1,1.0,Insufficient observations
racikcantik_r3c08m00x5448,racikcantik_r3c08m00x5448,4,3.142857142857143,0.0,181,Daviena,Daviena,Daviena,High,Medium,racikcantik_r3c08m00x5448,Community Actor,,False,False,False,Promotional / Supportive,Daviena,Minggu,1.0,Siang,13,-0.0,1.0,1,1.0,Insufficient observations
kulitkece_r3c01m00x5166,kulitkece_r3c01m00x5166,4,3.142857142857143,0.0,168,Daviena,Daviena,Daviena,High,Low,kulitkece_r3c01m00x5166,Community Actor,,False,False,False,Promotional / Supportive,Daviena,Selasa,1.0,Pagi,7,-0.0,1.0,1,1.0,Insufficient observations
glowhunter_ct64974,glowhunter_ct64974,4,3.0,0.0,3,Maryame,Mixed_2_Brands,Maryame + The Originote,Medium,Low,glowhunter_ct64974,Community Actor,,False,False,False,Neutral Engagement,Mixed_2_Brands,Selasa,0.3333333333333333,Malam,20,0.5645750340535796,0.43542496594642044,3,0.3333333333333333,Descriptively sufficient
glowingid_ct74353,glowingid_ct74353,4,3.0,0.0,3,Maryame,Mixed_2_Brands,Maryame + The Originote,Medium,Low,glowingid_ct74353,Community Actor,,False,False,False,Critical / Complaint,Mixed_2_Brands,Selasa,0.3333333333333333,Malam,20,0.5645750340535796,0.43542496594642044,3,0.3333333333333333,Descriptively sufficient
beauty_ct89266,beauty_ct89266,4,3.0,0.0,3,Maryame,Mixed_2_Brands,Maryame + The Originote,Medium,Low,beauty_ct89266,Community Actor,,False,False,False,Neutral Engagement,Mixed_2_Brands,Selasa,0.3333333333333333,Malam,20,0.5645750340535796,0.43542496594642044,3,0.3333333333333333,Descriptively sufficient
cantik_ct99107,cantik_ct99107,4,3.0,0.0,3,Maryame,Mixed_2_Brands,Maryame + The Originote,Medium,Low,cantik_ct99107,Community Actor,,False,False,False,Neutral Engagement,Mixed_2_Brands,Selasa,0.3333333333333333,Malam,20,0.5645750340535796,0.43542496594642044,3,0.3333333333333333,Descriptively sufficient
skinlover_ct27853,skinlover_ct27853,4,3.0,0.0,3,Maryame,Mixed_2_Brands,Maryame + The Originote,Medium,Low,skinlover_ct27853,Community Actor,,False,False,False,Neutral Engagement,Mixed_2_Brands,Selasa,0.3333333333333333,Malam,20,0.5645750340535796,0.43542496594642044,3,0.3333333333333333,Descriptively sufficient
reviewjujur_ct9366,reviewjujur_ct9366,4,3.0,0.0,183,The Originote,The Originote,The Originote,High,Low,reviewjujur_ct9366,Community Actor,,False,False,False,Neutral Engagement,The Originote,Rabu,0.6666666666666666,Malam,7,0.3973562746972977,0.6026437253027024,3,0.6666666666666666,Descriptively sufficient
racun_ct7880,racun_ct7880,4,3.0,0.0,183,The Originote,The Originote,The Originote,High,Low,racun_ct7880,Community Actor,,False,False,False,Promotional / Supportive,The Originote,Rabu,0.6666666666666666,Malam,7,0.3973562746972977,0.6026437253027024,3,0.6666666666666666,Descriptively sufficient
beautyaddict_ct2423,beautyaddict_ct2423,4,3.0,0.0,16,Daviena,Daviena,Daviena + The Originote,Medium,Low,beautyaddict_ct2423,Community Actor,,False,False,False,Neutral Engagement,Daviena,Kamis,0.3333333333333333,Pagi,6,0.5645750340535796,0.43542496594642044,3,0.3333333333333333,Descriptively sufficient
dearskin_ct1358,dearskin_ct1358,4,3.0,0.0,16,Daviena,Daviena,Daviena + The Originote,Medium,Low,dearskin_ct1358,Community Actor,,False,False,False,Promotional / Supportive,Daviena,Kamis,0.3333333333333333,Pagi,6,0.5645750340535796,0.43542496594642044,3,0.3333333333333333,Descriptively sufficient
glowup_ct3809,glowup_ct3809,4,3.0,0.0,16,Daviena,Daviena,Daviena + The Originote,Medium,Low,glowup_ct3809,Community Actor,,False,False,False,Critical / Complaint,Daviena,Kamis,0.3333333333333333,Pagi,6,0.5645750340535796,0.43542496594642044,3,0.3333333333333333,Descriptively sufficient
reviewjujur_ct6118,reviewjujur_ct6118,4,3.0,0.0,16,Daviena,Daviena,Daviena + The Originote,Medium,Low,reviewjujur_ct6118,Community Actor,,False,False,False,Neutral Engagement,Daviena,Kamis,0.3333333333333333,Pagi,6,0.5645750340535796,0.43542496594642044,3,0.3333333333333333,Descriptively sufficient
skintok_ct53509,skintok_ct53509,3,3.0,0.0,75,Daviena,Mixed_2_Brands,Daviena + Maryame,Medium,Low,skintok_ct53509,Community Actor,,False,False,False,Neutral Engagement,Mixed_2_Brands,Rabu,0.5,Malam,20,0.5343107806620332,0.4656892193379668,4,0.5,Descriptively sufficient
testireal_ct35011,testireal_ct35011,3,3.0,0.0,75,Daviena,Mixed_2_Brands,Daviena + Maryame,Medium,Low,testireal_ct35011,Community Actor,,False,False,False,Promotional / Supportive,Mixed_2_Brands,Rabu,0.5,Malam,20,0.5343107806620332,0.4656892193379668,4,0.5,Descriptively sufficient
bestieku_ct74574,bestieku_ct74574,3,3.0,0.0,75,Daviena,Mixed_2_Brands,Daviena + Maryame,Medium,Low,bestieku_ct74574,Community Actor,,False,False,False,Neutral Engagement,Mixed_2_Brands,Rabu,0.5,Malam,20,0.5343107806620332,0.4656892193379668,4,0.5,Descriptively sufficient
skincare_ct78893,skincare_ct78893,3,3.0,0.0,75,Daviena,Mixed_2_Brands,Daviena + Maryame,Medium,Low,skincare_ct78893,Community Actor,,False,False,False,Promotional / Supportive,Mixed_2_Brands,Rabu,0.5,Malam,20,0.5343107806620332,0.4656892193379668,4,0.5,Descriptively sufficient
skinlover_ct8756,skinlover_ct8756,4,3.0,0.0,16,Daviena,Daviena,Daviena + The Originote,Medium,Low,skinlover_ct8756,Community Actor,,False,False,False,Mixed Goals,Daviena,Kamis,0.3333333333333333,Pagi,6,0.5645750340535796,0.43542496594642044,3,0.3333333333333333,Descriptively sufficient
cantik_ct3821,cantik_ct3821,4,3.0,0.0,49,Daviena,Mixed_3plus_Brands,Daviena + Maryame + The Originote,Low,Low,cantik_ct3821,Community Actor,,False,False,False,Neutral Engagement,Mixed_3plus_Brands,Jumat,0.6,Pagi,5,0.4614528195419034,0.5385471804580966,4,0.5,Descriptively sufficient
dearskin_ct1243,dearskin_ct1243,4,3.0,0.0,49,Daviena,Mixed_3plus_Brands,Daviena + Maryame + The Originote,Low,Low,dearskin_ct1243,Community Actor,,False,False,False,Promotional / Supportive,Mixed_3plus_Brands,Jumat,0.6,Pagi,5,0.4614528195419034,0.5385471804580966,4,0.5,Descriptively sufficient
skincare_ct8136,skincare_ct8136,4,3.0,0.0,49,Daviena,Mixed_3plus_Brands,Daviena + Maryame + The Originote,Low,Low,skincare_ct8136,Community Actor,,False,False,False,Neutral Engagement,Mixed_3plus_Brands,Jumat,0.6,Pagi,5,0.4614528195419034,0.5385471804580966,4,0.5,Descriptively sufficient
skinlover_ct7606,skinlover_ct7606,4,2.7857142857142856,1.6643486856472912e-05,90,Azarine,Mixed_3plus_Brands,Azarine + Daviena + Maryame,Low,Low,skinlover_ct7606,Community Actor,,False,False,False,Neutral Engagement,Mixed_3plus_Brands,Selasa,0.3333333333333333,Malam,15,0.5645750340535796,0.43542496594642044,3,0.3333333333333333,Descriptively sufficient
reviewjujur_ct7045,reviewjujur_ct7045,4,2.7857142857142856,4.715654609333992e-05,17,Maryame,Mixed_3plus_Brands,Maryame + The Originote + Azarine,Low,Low,reviewjujur_ct7045,Community Actor,,False,False,False,Neutral Engagement,Mixed_3plus_Brands,Senin,0.36363636363636365,Malam,20,0.8374438359146111,0.16255616408538887,9,0.2222222222222222,Descriptively sufficient
produkjujur_r3c00m00x5907,produkjujur_r3c00m00x5907,3,2.732142857142857,0.0,180,Azarine,Azarine,Azarine,High,Low,produkjujur_r3c00m00x5907,Community Actor,,False,False,False,Promotional / Supportive,Azarine,Senin,0.5,Sore,17,0.3562071871080222,0.6437928128919779,2,0.5,Limited recurrence
skinreview_r3c04m00x5770,skinreview_r3c04m00x5770,3,2.732142857142857,0.0,204,Azarine,Azarine,Azarine,High,Low,skinreview_r3c04m00x5770,Community Actor,,False,False,False,Promotional / Supportive,Azarine,Kamis,0.6363636363636364,Sore,17,0.33685099706150945,0.6631490029384906,2,0.5,Limited recurrence
racun_rr28461,racun_rr28461,2,2.5357142857142856,2.7739144760788188e-06,134,Daviena,Daviena,Daviena + The Originote,Medium,Low,racun_rr28461,Community Actor,,False,False,False,Promotional / Supportive,Daviena,Rabu,0.2,Siang,20,0.9104346141251393,0.08956538587486074,6,0.16666666666666666,Descriptively sufficient
cantik_ct95823,cantik_ct95823,2,2.5,0.0,14,Daviena,Mixed_3plus_Brands,Daviena + Maryame + The Originote,Low,Low,cantik_ct95823,Community Actor,,False,False,False,Promotional / Supportive,Mixed_3plus_Brands,Selasa,0.4,Siang,5,0.5421217256604984,0.45787827433950157,5,0.4,Descriptively sufficient
skinclub_ct6649,skinclub_ct6649,2,2.5,0.0,14,Daviena,Mixed_3plus_Brands,Daviena + Maryame + The Originote,Low,Low,skinclub_ct6649,Community Actor,,False,False,False,Mixed Goals,Mixed_3plus_Brands,Selasa,0.4,Siang,5,0.5421217256604984,0.45787827433950157,5,0.4,Descriptively sufficient
beautyaddict_ct10959,beautyaddict_ct10959,2,2.5,0.0,14,Daviena,Mixed_3plus_Brands,Daviena + Maryame + The Originote,Low,Low,beautyaddict_ct10959,Community Actor,,False,False,False,Neutral Engagement,Mixed_3plus_Brands,Selasa,0.4,Siang,5,0.5421217256604984,0.45787827433950157,5,0.4,Descriptively sufficient
ulasankilat_r3c07m04x5222,ulasankilat_r3c07m04x5222,4,2.2857142857142856,0.0,206,Maryame,Maryame,Maryame,High,Medium,ulasankilat_r3c07m04x5222,Community Actor,,False,False,False,Promotional / Supportive,Maryame,Rabu,1.0,Siang,12,-0.0,1.0,1,1.0,Insufficient observations
ulasankilat_r3c07m03x2101,ulasankilat_r3c07m03x2101,4,2.2857142857142856,0.0,206,Maryame,Maryame,Maryame,High,Medium,ulasankilat_r3c07m03x2101,Community Actor,,False,False,False,Promotional / Supportive,Maryame,Rabu,1.0,Siang,12,-0.0,1.0,1,1.0,Insufficient observations
ulasankilat_r3c07m02x4325,ulasankilat_r3c07m02x4325,4,2.2857142857142856,0.0,206,Maryame,Maryame,Maryame,High,Medium,ulasankilat_r3c07m02x4325,Community Actor,,False,False,False,Promotional / Supportive,Maryame,Rabu,1.0,Siang,12,-0.0,1.0,1,1.0,Insufficient observations
ulasankilat_r3c07m01x9795,ulasankilat_r3c07m01x9795,4,2.2857142857142856,0.0,206,Maryame,Maryame,Maryame,High,Medium,ulasankilat_r3c07m01x9795,Community Actor,,False,False,False,Promotional / Supportive,Maryame,Rabu,1.0,Siang,12,-0.0,1.0,1,1.0,Insufficient observations
kulitkece_r3c01m04x8079,kulitkece_r3c01m04x8079,4,2.2857142857142856,0.0,168,Daviena,Daviena,Daviena,High,Low,kulitkece_r3c01m04x8079,Community Actor,,False,False,False,Promotional / Supportive,Daviena,Selasa,1.0,Pagi,7,-0.0,1.0,1,1.0,Insufficient observations
kulitkece_r3c01m03x9803,kulitkece_r3c01m03x9803,4,2.2857142857142856,0.0,168,Daviena,Daviena,Daviena,High,Low,kulitkece_r3c01m03x9803,Community Actor,,False,False,False,Promotional / Supportive,Daviena,Selasa,1.0,Pagi,7,-0.0,1.0,1,1.0,Insufficient observations
kulitkece_r3c01m02x7223,kulitkece_r3c01m02x7223,4,2.2857142857142856,0.0,168,Daviena,Daviena,Daviena,High,Low,kulitkece_r3c01m02x7223,Community Actor,,False,False,False,Promotional / Supportive,Daviena,Selasa,1.0,Pagi,7,-0.0,1.0,1,1.0,Insufficient observations
kulitkece_r3c01m01x2583,kulitkece_r3c01m01x2583,4,2.2857142857142856,0.0,168,Daviena,Daviena,Daviena,High,Low,kulitkece_r3c01m01x2583,Community Actor,,False,False,False,Promotional / Supportive,Daviena,Selasa,1.0,Pagi,7,-0.0,1.0,1,1.0,Insufficient observations
racikcantik_r3c08m04x3650,racikcantik_r3c08m04x3650,4,2.2857142857142856,0.0,181,Daviena,Daviena,Daviena,High,Medium,racikcantik_r3c08m04x3650,Community Actor,,False,False,False,Promotional / Supportive,Daviena,Minggu,1.0,Siang,13,-0.0,1.0,1,1.0,Insufficient observations
racikcantik_r3c08m01x2011,racikcantik_r3c08m01x2011,4,2.2857142857142856,0.0,181,Daviena,Daviena,Daviena,High,Medium,racikcantik_r3c08m01x2011,Community Actor,,False,False,False,Promotional / Supportive,Daviena,Minggu,1.0,Siang,13,-0.0,1.0,1,1.0,Insufficient observations
racikcantik_r3c08m02x8325,racikcantik_r3c08m02x8325,4,2.2857142857142856,0.0,181,Daviena,Daviena,Daviena,High,Medium,racikcantik_r3c08m02x8325,Community Actor,,False,False,False,Promotional / Supportive,Daviena,Minggu,1.0,Siang,13,-0.0,1.0,1,1.0,Insufficient observations
racikcantik_r3c08m03x4529,racikcantik_r3c08m03x4529,4,2.2857142857142856,0.0,181,Daviena,Daviena,Daviena,High,Medium,racikcantik_r3c08m03x4529,Community Actor,,False,False,False,Promotional / Supportive,Daviena,Minggu,1.0,Siang,13,-0.0,1.0,1,1.0,Insufficient observations
reviewjujur_ct33360,reviewjujur_ct33360,3,2.25,0.0,132,Azarine,Mixed_3plus_Brands,Azarine + Maryame + The Originote,Medium,Low,reviewjujur_ct33360,Community Actor,,False,False,False,Mixed Goals,Mixed_3plus_Brands,Selasa,0.3333333333333333,Pagi,8,0.5645750340535796,0.43542496594642044,3,0.3333333333333333,Descriptively sufficient
glowup_ct8724,glowup_ct8724,3,2.25,0.0,132,Azarine,Mixed_3plus_Brands,Azarine + Maryame + The Originote,Medium,Low,glowup_ct8724,Community Actor,,False,False,False,Critical / Complaint,Mixed_3plus_Brands,Selasa,0.3333333333333333,Pagi,8,0.5645750340535796,0.43542496594642044,3,0.3333333333333333,Descriptively sufficient
glowingid_ct69471,glowingid_ct69471,3,2.25,0.0,132,Azarine,Mixed_3plus_Brands,Azarine + Maryame + The Originote,Medium,Low,glowingid_ct69471,Community Actor,,False,False,False,Neutral Engagement,Mixed_3plus_Brands,Selasa,0.3333333333333333,Pagi,8,0.5645750340535796,0.43542496594642044,3,0.3333333333333333,Descriptively sufficient
cantik_ct6414,cantik_ct6414,3,2.25,0.0,90,Azarine,Mixed_3plus_Brands,Azarine + Daviena + Maryame,Low,Low,cantik_ct6414,Community Actor,,False,False,False,Neutral Engagement,Mixed_3plus_Brands,Selasa,0.3333333333333333,Malam,15,0.5645750340535796,0.43542496594642044,3,0.3333333333333333,Descriptively sufficient
racun_ct5624,racun_ct5624,3,2.25,0.0,90,Azarine,Mixed_3plus_Brands,Azarine + Daviena + Maryame,Low,Low,racun_ct5624,Community Actor,,False,False,False,Neutral Engagement,Mixed_3plus_Brands,Selasa,0.3333333333333333,Malam,15,0.5645750340535796,0.43542496594642044,3,0.3333333333333333,Descriptively sufficient
kulitglowing_ct4137,kulitglowing_ct4137,3,2.25,0.0,90,Azarine,Mixed_3plus_Brands,Azarine + Daviena + Maryame,Low,Low,kulitglowing_ct4137,Community Actor,,False,False,False,Mixed Goals,Mixed_3plus_Brands,Selasa,0.3333333333333333,Malam,15,0.5645750340535796,0.43542496594642044,3,0.3333333333333333,Descriptively sufficient
beautyvibe_ct5449,beautyvibe_ct5449,3,2.25,0.0,17,Maryame,Mixed_3plus_Brands,Maryame + The Originote + Azarine,Low,Low,beautyvibe_ct5449,Community Actor,,False,False,False,Neutral Engagement,Mixed_3plus_Brands,Senin,0.36363636363636365,Malam,20,0.8374438359146111,0.16255616408538887,9,0.2222222222222222,Descriptively sufficient
skincare_ct1453,skincare_ct1453,3,2.25,0.0,17,Maryame,Mixed_3plus_Brands,Maryame + The Originote + Azarine,Low,Low,skincare_ct1453,Community Actor,,False,False,False,Neutral Engagement,Mixed_3plus_Brands,Senin,0.36363636363636365,Malam,20,0.8374438359146111,0.16255616408538887,9,0.2222222222222222,Descriptively sufficient
reviewjujur_ct9800,reviewjujur_ct9800,3,2.25,0.0,132,Azarine,Mixed_3plus_Brands,Azarine + Maryame + The Originote,Medium,Low,reviewjujur_ct9800,Community Actor,,False,False,False,Neutral Engagement,Mixed_3plus_Brands,Selasa,0.3333333333333333,Pagi,8,0.5645750340535796,0.43542496594642044,3,0.3333333333333333,Descriptively sufficient
produkjujur_r3c00m03x5660,produkjujur_r3c00m03x5660,3,2.1607142857142856,0.0,180,Azarine,Azarine,Azarine,High,Low,produkjujur_r3c00m03x5660,Community Actor,,False,False,False,Promotional / Supportive,Azarine,Senin,0.5,Sore,17,0.3562071871080222,0.6437928128919779,2,0.5,Limited recurrence
skinreview_r3c04m03x3054,skinreview_r3c04m03x3054,3,2.1607142857142856,0.0,204,Azarine,Azarine,Azarine,High,Low,skinreview_r3c04m03x3054,Community Actor,,False,False,False,Promotional / Supportive,Azarine,Kamis,0.6363636363636364,Sore,17,0.33685099706150945,0.6631490029384906,2,0.5,Limited recurrence
skinreview_r3c04m02x8520,skinreview_r3c04m02x8520,3,2.1607142857142856,0.0,204,Azarine,Azarine,Azarine,High,Low,skinreview_r3c04m02x8520,Community Actor,,False,False,False,Promotional / Supportive,Azarine,Kamis,0.6363636363636364,Sore,17,0.33685099706150945,0.6631490029384906,2,0.5,Limited recurrence
produkjujur_r3c00m02x8296,produkjujur_r3c00m02x8296,3,2.1607142857142856,0.0,180,Azarine,Azarine,Azarine,High,Low,produkjujur_r3c00m02x8296,Community Actor,,False,False,False,Promotional / Supportive,Azarine,Senin,0.5,Sore,17,0.3562071871080222,0.6437928128919779,2,0.5,Limited recurrence
skinreview_r3c04m01x7927,skinreview_r3c04m01x7927,3,2.1607142857142856,0.0,204,Azarine,Azarine,Azarine,High,Low,skinreview_r3c04m01x7927,Community Actor,,False,False,False,Promotional / Supportive,Azarine,Kamis,0.6363636363636364,Sore,17,0.33685099706150945,0.6631490029384906,2,0.5,Limited recurrence
produkjujur_r3c00m01x6024,produkjujur_r3c00m01x6024,3,2.1607142857142856,0.0,180,Azarine,Azarine,Azarine,High,Low,produkjujur_r3c00m01x6024,Community Actor,,False,False,False,Promotional / Supportive,Azarine,Senin,0.5,Sore,17,0.3562071871080222,0.6437928128919779,2,0.5,Limited recurrence
bestieku_ct70500,bestieku_ct70500,2,2.0,0.0,74,Daviena,Daviena,Daviena + Maryame,Medium,Low,bestieku_ct70500,Community Actor,,False,False,False,Promotional / Supportive,Daviena,Selasa,0.25,Siang,9,0.7124143742160444,0.28758562578395563,4,0.25,Descriptively sufficient
testireal_ct62779,testireal_ct62779,2,2.0,0.0,74,Daviena,Daviena,Daviena + Maryame,Medium,Low,testireal_ct62779,Community Actor,,False,False,False,Neutral Engagement,Daviena,Selasa,0.25,Siang,9,0.7124143742160444,0.28758562578395563,4,0.25,Descriptively sufficient
skinclub_ct15395,skinclub_ct15395,2,2.0,0.0,74,Daviena,Daviena,Daviena + Maryame,Medium,Low,skinclub_ct15395,Community Actor,,False,False,False,Neutral Engagement,Daviena,Selasa,0.25,Siang,9,0.7124143742160444,0.28758562578395563,4,0.25,Descriptively sufficient
beautyvibe_rp66426,beautyvibe_rp66426,2,1.875,2.7739144760788188e-06,60,Daviena,Daviena,Daviena,High,Low,beautyvibe_rp66426,Community Actor,,False,False,False,Neutral Engagement,Daviena,Kamis,0.7272727272727273,Dini Hari,10,0.30112007925341,0.69887992074659,4,0.75,Descriptively sufficient
glowingid_rp61402,glowingid_rp61402,1,1.7321428571428572,0.0,134,Daviena,Daviena,Daviena + The Originote,Medium,Low,glowingid_rp61402,Community Actor,,False,False,False,Neutral Engagement,Daviena,Rabu,0.2,Siang,20,0.9104346141251393,0.08956538587486074,6,0.16666666666666666,Descriptively sufficient
beautyaddict_rr41856,beautyaddict_rr41856,2,1.6071428571428572,5.5478289521576375e-06,34,Daviena,Daviena,Daviena + Maryame + The Originote,Medium,Low,beautyaddict_rr41856,Community Actor,,False,False,False,Neutral Engagement,Daviena,Kamis,0.6666666666666666,Malam,13,0.4458393050175722,0.5541606949824278,5,0.6,Descriptively sufficient
reviewjujur_rp60551,reviewjujur_rp60551,1,1.6071428571428572,0.0,63,Maryame,Mixed_3plus_Brands,Maryame + Daviena + The Originote,Medium,Low,reviewjujur_rp60551,Community Actor,,False,False,False,Promotional / Supportive,Mixed_3plus_Brands,Kamis,0.2727272727272727,Malam,20,0.8579424988095209,0.1420575011904791,11,0.2727272727272727,Descriptively sufficient
beautyvibe_rp82732,beautyvibe_rp82732,1,1.4642857142857144,0.0,54,Azarine,Azarine,Azarine + Daviena,High,Low,beautyvibe_rp82732,Community Actor,,False,False,False,Neutral Engagement,Azarine,Selasa,0.22972972972972974,Malam,23,0.9705563449208434,0.029443655079156583,37,0.2702702702702703,Descriptively sufficient
kulitcerah_rr59853,kulitcerah_rr59853,1,1.0714285714285714,0.0,60,Daviena,Daviena,Daviena,High,Low,kulitcerah_rr59853,Community Actor,,False,False,False,Promotional / Supportive,Daviena,Kamis,0.7272727272727273,Dini Hari,10,0.30112007925341,0.69887992074659,4,0.75,Descriptively sufficient
skincare_rp71592,skincare_rp71592,1,1.0714285714285714,0.0,63,Maryame,Mixed_3plus_Brands,Maryame + Daviena + The Originote,Medium,Low,skincare_rp71592,Community Actor,,False,False,False,Neutral Engagement,Mixed_3plus_Brands,Kamis,0.2727272727272727,Malam,20,0.8579424988095209,0.1420575011904791,11,0.2727272727272727,Descriptively sufficient
skintok_rr45965,skintok_rr45965,1,1.0714285714285714,0.0,49,Daviena,Mixed_3plus_Brands,Daviena + Maryame + The Originote,Low,Low,skintok_rr45965,Community Actor,,False,False,False,Neutral Engagement,Mixed_3plus_Brands,Jumat,0.6,Pagi,5,0.4614528195419034,0.5385471804580966,4,0.5,Descriptively sufficient
skinclub_rr29031,skinclub_rr29031,1,0.8035714285714286,0.0,183,The Originote,The Originote,The Originote,High,Low,skinclub_rr29031,Community Actor,,False,False,False,Neutral Engagement,The Originote,Rabu,0.6666666666666666,Malam,7,0.3973562746972977,0.6026437253027024,3,0.6666666666666666,Descriptively sufficient
glowhunter_cp9145,glowhunter_cp9145,1,0.8035714285714286,0.0,34,Daviena,Daviena,Daviena + Maryame + The Originote,Medium,Low,glowhunter_cp9145,Community Actor,,False,False,False,Mixed Goals,Daviena,Kamis,0.6666666666666666,Malam,13,0.4458393050175722,0.5541606949824278,5,0.6,Descriptively sufficient
kulitsehat_rp54793,kulitsehat_rp54793,1,0.8035714285714286,0.0,34,Daviena,Daviena,Daviena + Maryame + The Originote,Medium,Low,kulitsehat_rp54793,Community Actor,,False,False,False,Neutral Engagement,Daviena,Kamis,0.6666666666666666,Malam,13,0.4458393050175722,0.5541606949824278,5,0.6,Descriptively sufficient
beautyaddict_rr42909,beautyaddict_rr42909,1,0.8035714285714286,0.0,183,The Originote,The Originote,The Originote,High,Low,beautyaddict_rr42909,Community Actor,,False,False,False,Mixed Goals,The Originote,Rabu,0.6666666666666666,Malam,7,0.3973562746972977,0.6026437253027024,3,0.6666666666666666,Descriptively sufficient
kulitglowing_rr91939,kulitglowing_rr91939,1,0.8035714285714286,0.0,134,Daviena,Daviena,Daviena + The Originote,Medium,Low,kulitglowing_rr91939,Community Actor,,False,False,False,Promotional / Supportive,Daviena,Rabu,0.2,Siang,20,0.9104346141251393,0.08956538587486074,6,0.16666666666666666,Descriptively sufficient
skinclub_rr74871,skinclub_rr74871,1,0.8035714285714286,0.0,60,Daviena,Daviena,Daviena,High,Low,skinclub_rr74871,Community Actor,,False,False,False,Mixed Goals,Daviena,Kamis,0.7272727272727273,Dini Hari,10,0.30112007925341,0.69887992074659,4,0.75,Descriptively sufficient
glowup_rr94183,glowup_rr94183,1,0.8035714285714286,0.0,54,Azarine,Azarine,Azarine + Daviena,High,Low,glowup_rr94183,Community Actor,,False,False,False,Mixed Goals,Azarine,Selasa,0.22972972972972974,Malam,23,0.9705563449208434,0.029443655079156583,37,0.2702702702702703,Descriptively sufficient
