id,label,node_type,actor_type_primary,n_accounts,n_comments,goal_orientation,target_brand,hcc_id,edge_type,dominant_sentiment
MASS_HCC_204_Ambiguous_Community_Mass_Association_Neutral,Mass Ambiguous Community-Mass Association 204 Neutral,Mass Actor Segment,Mass Actor,167,303.0,Insufficient Text,,204,Ambiguous Community-Mass Association,Neutral
MASS_HCC_204_Ambiguous_Community_Mass_Association_Positive,Mass Ambiguous Community-Mass Association 204 Positive,Mass Actor Segment,Mass Actor,61,104.0,Insufficient Text,,204,Ambiguous Community-Mass Association,Positive
MASS_HCC_205_Ambiguous_Community_Mass_Association_Mixed,Mass Ambiguous Community-Mass Association 205 Mixed,Mass Actor Segment,Mass Actor,62,188.0,Insufficient Text,,205,Ambiguous Community-Mass Association,Mixed
MASS_HCC_205_Ambiguous_Community_Mass_Association_Negative,Mass Ambiguous Community-Mass Association 205 Negative,Mass Actor Segment,Mass Actor,88,126.0,Insufficient Text,,205,Ambiguous Community-Mass Association,Negative
MASS_HCC_205_Ambiguous_Community_Mass_Association_Neutral,Mass Ambiguous Community-Mass Association 205 Neutral,Mass Actor Segment,Mass Actor,304,568.0,Insufficient Text,,205,Ambiguous Community-Mass Association,Neutral
MASS_HCC_205_Ambiguous_Community_Mass_Association_Positive,Mass Ambiguous Community-Mass Association 205 Positive,Mass Actor Segment,Mass Actor,136,209.0,Insufficient Text,,205,Ambiguous Community-Mass Association,Positive
MASS_HCC_205_Observed_Community_Mass_Temporal_Association_Neutral,Mass Observed Community-Mass Temporal Association 205 Neutral,Mass Actor Segment,Mass Actor,1,1.0,Insufficient Text,The Originote,205,Observed Community-Mass Temporal Association,Neutral
MASS_HCC_206_Ambiguous_Community_Mass_Association_Mixed,Mass Ambiguous Community-Mass Association 206 Mixed,Mass Actor Segment,Mass Actor,48,158.0,Insufficient Text,,206,Ambiguous Community-Mass Association,Mixed
MASS_HCC_206_Ambiguous_Community_Mass_Association_Negative,Mass Ambiguous Community-Mass Association 206 Negative,Mass Actor Segment,Mass Actor,147,216.0,Insufficient Text,,206,Ambiguous Community-Mass Association,Negative
MASS_HCC_206_Ambiguous_Community_Mass_Association_Neutral,Mass Ambiguous Community-Mass Association 206 Neutral,Mass Actor Segment,Mass Actor,278,472.0,Insufficient Text,,206,Ambiguous Community-Mass Association,Neutral
MASS_HCC_206_Ambiguous_Community_Mass_Association_Positive,Mass Ambiguous Community-Mass Association 206 Positive,Mass Actor Segment,Mass Actor,239,289.0,Insufficient Text,,206,Ambiguous Community-Mass Association,Positive
MASS_HCC_20_Ambiguous_Community_Mass_Association_Mixed,Mass Ambiguous Community-Mass Association 20 Mixed,Mass Actor Segment,Mass Actor,265,655.0,Insufficient Text,,20,Ambiguous Community-Mass Association,Mixed
MASS_HCC_20_Ambiguous_Community_Mass_Association_Negative,Mass Ambiguous Community-Mass Association 20 Negative,Mass Actor Segment,Mass Actor,2219,2463.0,Insufficient Text,,20,Ambiguous Community-Mass Association,Negative
MASS_HCC_20_Ambiguous_Community_Mass_Association_Neutral,Mass Ambiguous Community-Mass Association 20 Neutral,Mass Actor Segment,Mass Actor,1239,1761.0,Insufficient Text,,20,Ambiguous Community-Mass Association,Neutral
MASS_HCC_20_Ambiguous_Community_Mass_Association_Positive,Mass Ambiguous Community-Mass Association 20 Positive,Mass Actor Segment,Mass Actor,1406,1668.0,Insufficient Text,,20,Ambiguous Community-Mass Association,Positive
MASS_HCC_20_Observed_Community_Mass_Temporal_Association_Negative,Mass Observed Community-Mass Temporal Association 20 Negative,Mass Actor Segment,Mass Actor,13,14.0,Insufficient Text,Daviena,20,Observed Community-Mass Temporal Association,Negative
MASS_HCC_20_Observed_Community_Mass_Temporal_Association_Neutral,Mass Observed Community-Mass Temporal Association 20 Neutral,Mass Actor Segment,Mass Actor,6,9.0,Insufficient Text,Daviena,20,Observed Community-Mass Temporal Association,Neutral
MASS_HCC_20_Observed_Community_Mass_Temporal_Association_Positive,Mass Observed Community-Mass Temporal Association 20 Positive,Mass Actor Segment,Mass Actor,8,15.0,Insufficient Text,Daviena,20,Observed Community-Mass Temporal Association,Positive
MASS_HCC_20_Shared_Video_Context_Only_Mixed,Mass Shared-Video Context Only 20 Mixed,Mass Actor Segment,Mass Actor,18,37.0,Insufficient Text,Daviena,20,Shared-Video Context Only,Mixed
MASS_HCC_20_Shared_Video_Context_Only_Negative,Mass Shared-Video Context Only 20 Negative,Mass Actor Segment,Mass Actor,287,296.0,Insufficient Text,Daviena,20,Shared-Video Context Only,Negative
MASS_HCC_20_Shared_Video_Context_Only_Neutral,Mass Shared-Video Context Only 20 Neutral,Mass Actor Segment,Mass Actor,569,588.0,Insufficient Text,Daviena,20,Shared-Video Context Only,Neutral
MASS_HCC_20_Shared_Video_Context_Only_Positive,Mass Shared-Video Context Only 20 Positive,Mass Actor Segment,Mass Actor,419,461.0,Insufficient Text,Daviena,20,Shared-Video Context Only,Positive
MASS_HCC_20_Verified_Community_Mass_Direct_Interaction_Neutral,Mass Verified Community-Mass Direct Interaction 20 Neutral,Mass Actor Segment,Mass Actor,1,4.0,Neutral Engagement,Daviena,20,Verified Community-Mass Direct Interaction,Neutral
MASS_HCC_2_Ambiguous_Community_Mass_Association_Mixed,Mass Ambiguous Community-Mass Association 2 Mixed,Mass Actor Segment,Mass Actor,53,178.0,Insufficient Text,,2,Ambiguous Community-Mass Association,Mixed
MASS_HCC_2_Ambiguous_Community_Mass_Association_Negative,Mass Ambiguous Community-Mass Association 2 Negative,Mass Actor Segment,Mass Actor,133,206.0,Insufficient Text,,2,Ambiguous Community-Mass Association,Negative
MASS_HCC_2_Ambiguous_Community_Mass_Association_Neutral,Mass Ambiguous Community-Mass Association 2 Neutral,Mass Actor Segment,Mass Actor,303,581.0,Insufficient Text,,2,Ambiguous Community-Mass Association,Neutral
MASS_HCC_2_Ambiguous_Community_Mass_Association_Positive,Mass Ambiguous Community-Mass Association 2 Positive,Mass Actor Segment,Mass Actor,130,225.0,Insufficient Text,,2,Ambiguous Community-Mass Association,Positive
MASS_HCC_2_Observed_Community_Mass_Temporal_Association_Neutral,Mass Observed Community-Mass Temporal Association 2 Neutral,Mass Actor Segment,Mass Actor,3,6.0,Insufficient Text,Maryame,2,Observed Community-Mass Temporal Association,Neutral
MASS_HCC_2_Verified_Community_Mass_Direct_Interaction_Neutral,Mass Verified Community-Mass Direct Interaction 2 Neutral,Mass Actor Segment,Mass Actor,1,2.0,Insufficient Text,Maryame,2,Verified Community-Mass Direct Interaction,Neutral
MASS_HCC_2_Verified_Community_Mass_Direct_Interaction_Positive,Mass Verified Community-Mass Direct Interaction 2 Positive,Mass Actor Segment,Mass Actor,1,2.0,Insufficient Text,Maryame,2,Verified Community-Mass Direct Interaction,Positive
MASS_HCC_34_Ambiguous_Community_Mass_Association_Mixed,Mass Ambiguous Community-Mass Association 34 Mixed,Mass Actor Segment,Mass Actor,321,774.0,Insufficient Text,,34,Ambiguous Community-Mass Association,Mixed
MASS_HCC_34_Ambiguous_Community_Mass_Association_Negative,Mass Ambiguous Community-Mass Association 34 Negative,Mass Actor Segment,Mass Actor,2592,2811.0,Insufficient Text,,34,Ambiguous Community-Mass Association,Negative
MASS_HCC_34_Ambiguous_Community_Mass_Association_Neutral,Mass Ambiguous Community-Mass Association 34 Neutral,Mass Actor Segment,Mass Actor,5937,6508.0,Insufficient Text,,34,Ambiguous Community-Mass Association,Neutral
MASS_HCC_34_Ambiguous_Community_Mass_Association_Positive,Mass Ambiguous Community-Mass Association 34 Positive,Mass Actor Segment,Mass Actor,2591,2841.0,Insufficient Text,,34,Ambiguous Community-Mass Association,Positive
MASS_HCC_34_Observed_Community_Mass_Temporal_Association_Mixed,Mass Observed Community-Mass Temporal Association 34 Mixed,Mass Actor Segment,Mass Actor,24,72.0,Insufficient Text,Daviena,34,Observed Community-Mass Temporal Association,Mixed
MASS_HCC_34_Observed_Community_Mass_Temporal_Association_Negative,Mass Observed Community-Mass Temporal Association 34 Negative,Mass Actor Segment,Mass Actor,158,177.0,Insufficient Text,Daviena,34,Observed Community-Mass Temporal Association,Negative
MASS_HCC_34_Observed_Community_Mass_Temporal_Association_Neutral,Mass Observed Community-Mass Temporal Association 34 Neutral,Mass Actor Segment,Mass Actor,233,243.0,Insufficient Text,Daviena,34,Observed Community-Mass Temporal Association,Neutral
MASS_HCC_34_Observed_Community_Mass_Temporal_Association_Positive,Mass Observed Community-Mass Temporal Association 34 Positive,Mass Actor Segment,Mass Actor,107,125.0,Insufficient Text,Daviena,34,Observed Community-Mass Temporal Association,Positive
MASS_HCC_3_Ambiguous_Community_Mass_Association_Mixed,Mass Ambiguous Community-Mass Association 3 Mixed,Mass Actor Segment,Mass Actor,43,149.0,Insufficient Text,,3,Ambiguous Community-Mass Association,Mixed
MASS_HCC_3_Ambiguous_Community_Mass_Association_Negative,Mass Ambiguous Community-Mass Association 3 Negative,Mass Actor Segment,Mass Actor,50,114.0,Insufficient Text,,3,Ambiguous Community-Mass Association,Negative
MASS_HCC_3_Ambiguous_Community_Mass_Association_Neutral,Mass Ambiguous Community-Mass Association 3 Neutral,Mass Actor Segment,Mass Actor,186,397.0,Insufficient Text,,3,Ambiguous Community-Mass Association,Neutral
MASS_HCC_3_Ambiguous_Community_Mass_Association_Positive,Mass Ambiguous Community-Mass Association 3 Positive,Mass Actor Segment,Mass Actor,46,106.0,Insufficient Text,,3,Ambiguous Community-Mass Association,Positive
MASS_HCC_3_Observed_Community_Mass_Temporal_Association_Mixed,Mass Observed Community-Mass Temporal Association 3 Mixed,Mass Actor Segment,Mass Actor,1,2.0,Insufficient Text,Mixed_2_Brands,3,Observed Community-Mass Temporal Association,Mixed
MASS_HCC_3_Observed_Community_Mass_Temporal_Association_Negative,Mass Observed Community-Mass Temporal Association 3 Negative,Mass Actor Segment,Mass Actor,1,3.0,Critical / Complaint,Mixed_2_Brands,3,Observed Community-Mass Temporal Association,Negative
MASS_HCC_3_Observed_Community_Mass_Temporal_Association_Neutral,Mass Observed Community-Mass Temporal Association 3 Neutral,Mass Actor Segment,Mass Actor,1,8.0,Neutral Engagement,Mixed_2_Brands,3,Observed Community-Mass Temporal Association,Neutral
MASS_HCC_3_Observed_Community_Mass_Temporal_Association_Positive,Mass Observed Community-Mass Temporal Association 3 Positive,Mass Actor Segment,Mass Actor,2,4.0,Insufficient Text,Mixed_2_Brands,3,Observed Community-Mass Temporal Association,Positive
MASS_HCC_42_Ambiguous_Community_Mass_Association_Mixed,Mass Ambiguous Community-Mass Association 42 Mixed,Mass Actor Segment,Mass Actor,46,122.0,Insufficient Text,,42,Ambiguous Community-Mass Association,Mixed
MASS_HCC_42_Ambiguous_Community_Mass_Association_Negative,Mass Ambiguous Community-Mass Association 42 Negative,Mass Actor Segment,Mass Actor,106,148.0,Insufficient Text,,42,Ambiguous Community-Mass Association,Negative
MASS_HCC_42_Ambiguous_Community_Mass_Association_Neutral,Mass Ambiguous Community-Mass Association 42 Neutral,Mass Actor Segment,Mass Actor,283,529.0,Insufficient Text,,42,Ambiguous Community-Mass Association,Neutral
MASS_HCC_42_Ambiguous_Community_Mass_Association_Positive,Mass Ambiguous Community-Mass Association 42 Positive,Mass Actor Segment,Mass Actor,151,235.0,Insufficient Text,,42,Ambiguous Community-Mass Association,Positive
MASS_HCC_42_Observed_Community_Mass_Temporal_Association_Neutral,Mass Observed Community-Mass Temporal Association 42 Neutral,Mass Actor Segment,Mass Actor,1,1.0,Insufficient Text,Daviena,42,Observed Community-Mass Temporal Association,Neutral
MASS_HCC_42_Observed_Community_Mass_Temporal_Association_Positive,Mass Observed Community-Mass Temporal Association 42 Positive,Mass Actor Segment,Mass Actor,3,3.0,Insufficient Text,Daviena,42,Observed Community-Mass Temporal Association,Positive
MASS_HCC_45_Ambiguous_Community_Mass_Association_Mixed,Mass Ambiguous Community-Mass Association 45 Mixed,Mass Actor Segment,Mass Actor,124,357.0,Insufficient Text,,45,Ambiguous Community-Mass Association,Mixed
MASS_HCC_45_Ambiguous_Community_Mass_Association_Negative,Mass Ambiguous Community-Mass Association 45 Negative,Mass Actor Segment,Mass Actor,288,393.0,Insufficient Text,,45,Ambiguous Community-Mass Association,Negative
MASS_HCC_45_Ambiguous_Community_Mass_Association_Neutral,Mass Ambiguous Community-Mass Association 45 Neutral,Mass Actor Segment,Mass Actor,685,1156.0,Insufficient Text,,45,Ambiguous Community-Mass Association,Neutral
MASS_HCC_45_Ambiguous_Community_Mass_Association_Positive,Mass Ambiguous Community-Mass Association 45 Positive,Mass Actor Segment,Mass Actor,396,535.0,Insufficient Text,,45,Ambiguous Community-Mass Association,Positive
MASS_HCC_45_Observed_Community_Mass_Temporal_Association_Negative,Mass Observed Community-Mass Temporal Association 45 Negative,Mass Actor Segment,Mass Actor,1,1.0,Insufficient Text,Mixed_3plus_Brands,45,Observed Community-Mass Temporal Association,Negative
MASS_HCC_45_Observed_Community_Mass_Temporal_Association_Neutral,Mass Observed Community-Mass Temporal Association 45 Neutral,Mass Actor Segment,Mass Actor,4,15.0,Insufficient Text,Mixed_3plus_Brands,45,Observed Community-Mass Temporal Association,Neutral
MASS_HCC_45_Observed_Community_Mass_Temporal_Association_Positive,Mass Observed Community-Mass Temporal Association 45 Positive,Mass Actor Segment,Mass Actor,1,8.0,Promotional / Supportive,Mixed_3plus_Brands,45,Observed Community-Mass Temporal Association,Positive
MASS_HCC_46_Ambiguous_Community_Mass_Association_Mixed,Mass Ambiguous Community-Mass Association 46 Mixed,Mass Actor Segment,Mass Actor,47,153.0,Insufficient Text,,46,Ambiguous Community-Mass Association,Mixed
MASS_HCC_46_Ambiguous_Community_Mass_Association_Negative,Mass Ambiguous Community-Mass Association 46 Negative,Mass Actor Segment,Mass Actor,77,115.0,Insufficient Text,,46,Ambiguous Community-Mass Association,Negative
MASS_HCC_46_Ambiguous_Community_Mass_Association_Neutral,Mass Ambiguous Community-Mass Association 46 Neutral,Mass Actor Segment,Mass Actor,331,621.0,Insufficient Text,,46,Ambiguous Community-Mass Association,Neutral
MASS_HCC_46_Ambiguous_Community_Mass_Association_Positive,Mass Ambiguous Community-Mass Association 46 Positive,Mass Actor Segment,Mass Actor,118,201.0,Insufficient Text,,46,Ambiguous Community-Mass Association,Positive
MASS_HCC_46_Observed_Community_Mass_Temporal_Association_Mixed,Mass Observed Community-Mass Temporal Association 46 Mixed,Mass Actor Segment,Mass Actor,1,13.0,Mixed Goals,The Originote,46,Observed Community-Mass Temporal Association,Mixed
MASS_HCC_46_Observed_Community_Mass_Temporal_Association_Negative,Mass Observed Community-Mass Temporal Association 46 Negative,Mass Actor Segment,Mass Actor,1,1.0,Insufficient Text,The Originote,46,Observed Community-Mass Temporal Association,Negative
MASS_HCC_46_Shared_Video_Context_Only_Negative,Mass Shared-Video Context Only 46 Negative,Mass Actor Segment,Mass Actor,2,4.0,Critical / Complaint,The Originote,46,Shared-Video Context Only,Negative
MASS_HCC_46_Shared_Video_Context_Only_Neutral,Mass Shared-Video Context Only 46 Neutral,Mass Actor Segment,Mass Actor,23,31.0,Insufficient Text,The Originote,46,Shared-Video Context Only,Neutral
MASS_HCC_46_Shared_Video_Context_Only_Positive,Mass Shared-Video Context Only 46 Positive,Mass Actor Segment,Mass Actor,1,1.0,Insufficient Text,The Originote,46,Shared-Video Context Only,Positive
MASS_HCC_48_Ambiguous_Community_Mass_Association_Mixed,Mass Ambiguous Community-Mass Association 48 Mixed,Mass Actor Segment,Mass Actor,126,343.0,Insufficient Text,,48,Ambiguous Community-Mass Association,Mixed
MASS_HCC_48_Ambiguous_Community_Mass_Association_Negative,Mass Ambiguous Community-Mass Association 48 Negative,Mass Actor Segment,Mass Actor,244,335.0,Insufficient Text,,48,Ambiguous Community-Mass Association,Negative
MASS_HCC_48_Ambiguous_Community_Mass_Association_Neutral,Mass Ambiguous Community-Mass Association 48 Neutral,Mass Actor Segment,Mass Actor,689,1154.0,Insufficient Text,,48,Ambiguous Community-Mass Association,Neutral
MASS_HCC_48_Ambiguous_Community_Mass_Association_Positive,Mass Ambiguous Community-Mass Association 48 Positive,Mass Actor Segment,Mass Actor,393,565.0,Insufficient Text,,48,Ambiguous Community-Mass Association,Positive
MASS_HCC_48_Observed_Community_Mass_Temporal_Association_Mixed,Mass Observed Community-Mass Temporal Association 48 Mixed,Mass Actor Segment,Mass Actor,2,8.0,Insufficient Text,Mixed_3plus_Brands,48,Observed Community-Mass Temporal Association,Mixed
MASS_HCC_48_Observed_Community_Mass_Temporal_Association_Neutral,Mass Observed Community-Mass Temporal Association 48 Neutral,Mass Actor Segment,Mass Actor,2,2.0,Insufficient Text,Mixed_3plus_Brands,48,Observed Community-Mass Temporal Association,Neutral
MASS_HCC_48_Observed_Community_Mass_Temporal_Association_Positive,Mass Observed Community-Mass Temporal Association 48 Positive,Mass Actor Segment,Mass Actor,1,1.0,Insufficient Text,Mixed_3plus_Brands,48,Observed Community-Mass Temporal Association,Positive
MASS_HCC_49_Ambiguous_Community_Mass_Association_Mixed,Mass Ambiguous Community-Mass Association 49 Mixed,Mass Actor Segment,Mass Actor,58,177.0,Insufficient Text,,49,Ambiguous Community-Mass Association,Mixed
MASS_HCC_49_Ambiguous_Community_Mass_Association_Negative,Mass Ambiguous Community-Mass Association 49 Negative,Mass Actor Segment,Mass Actor,92,146.0,Insufficient Text,,49,Ambiguous Community-Mass Association,Negative
MASS_HCC_49_Ambiguous_Community_Mass_Association_Neutral,Mass Ambiguous Community-Mass Association 49 Neutral,Mass Actor Segment,Mass Actor,354,744.0,Insufficient Text,,49,Ambiguous Community-Mass Association,Neutral
MASS_HCC_49_Ambiguous_Community_Mass_Association_Positive,Mass Ambiguous Community-Mass Association 49 Positive,Mass Actor Segment,Mass Actor,98,202.0,Insufficient Text,,49,Ambiguous Community-Mass Association,Positive
MASS_HCC_49_Observed_Community_Mass_Temporal_Association_Neutral,Mass Observed Community-Mass Temporal Association 49 Neutral,Mass Actor Segment,Mass Actor,1,1.0,Insufficient Text,Mixed_3plus_Brands,49,Observed Community-Mass Temporal Association,Neutral
MASS_HCC_49_Observed_Community_Mass_Temporal_Association_Positive,Mass Observed Community-Mass Temporal Association 49 Positive,Mass Actor Segment,Mass Actor,3,7.0,Insufficient Text,Mixed_3plus_Brands,49,Observed Community-Mass Temporal Association,Positive
MASS_HCC_49_Verified_Community_Mass_Direct_Interaction_Mixed,Mass Verified Community-Mass Direct Interaction 49 Mixed,Mass Actor Segment,Mass Actor,1,2.0,Insufficient Text,Mixed_3plus_Brands,49,Verified Community-Mass Direct Interaction,Mixed
MASS_HCC_50_Ambiguous_Community_Mass_Association_Mixed,Mass Ambiguous Community-Mass Association 50 Mixed,Mass Actor Segment,Mass Actor,69,214.0,Insufficient Text,,50,Ambiguous Community-Mass Association,Mixed
MASS_HCC_50_Ambiguous_Community_Mass_Association_Negative,Mass Ambiguous Community-Mass Association 50 Negative,Mass Actor Segment,Mass Actor,215,259.0,Insufficient Text,,50,Ambiguous Community-Mass Association,Negative
MASS_HCC_50_Ambiguous_Community_Mass_Association_Neutral,Mass Ambiguous Community-Mass Association 50 Neutral,Mass Actor Segment,Mass Actor,546,746.0,Insufficient Text,,50,Ambiguous Community-Mass Association,Neutral
MASS_HCC_50_Ambiguous_Community_Mass_Association_Positive,Mass Ambiguous Community-Mass Association 50 Positive,Mass Actor Segment,Mass Actor,285,375.0,Insufficient Text,,50,Ambiguous Community-Mass Association,Positive
MASS_HCC_50_Observed_Community_Mass_Temporal_Association_Negative,Mass Observed Community-Mass Temporal Association 50 Negative,Mass Actor Segment,Mass Actor,3,3.0,Insufficient Text,Maryame,50,Observed Community-Mass Temporal Association,Negative
MASS_HCC_50_Observed_Community_Mass_Temporal_Association_Neutral,Mass Observed Community-Mass Temporal Association 50 Neutral,Mass Actor Segment,Mass Actor,4,5.0,Insufficient Text,Maryame,50,Observed Community-Mass Temporal Association,Neutral
MASS_HCC_50_Observed_Community_Mass_Temporal_Association_Positive,Mass Observed Community-Mass Temporal Association 50 Positive,Mass Actor Segment,Mass Actor,2,2.0,Insufficient Text,Maryame,50,Observed Community-Mass Temporal Association,Positive
