group_type,group_name,token,count,rank
brand_label_auto,Daviena,wah,6,48
brand_label_auto,Daviena,hal,6,49
brand_label_auto,Daviena,pas,6,50
brand_label_auto,Daviena,pke,5,51
brand_label_auto,Daviena,paket,5,52
brand_label_auto,Daviena,muka,5,53
brand_label_auto,Daviena,toner,5,54
brand_label_auto,Daviena,club,5,55
brand_label_auto,Daviena,alhamdulillah,5,56
brand_label_auto,Daviena,iritasi,5,57
brand_label_auto,Daviena,kemaren,5,58
brand_label_auto,Daviena,semoga,5,59
brand_label_auto,Daviena,segitu,5,60
brand_label_auto,Daviena,lumayan,5,61
brand_label_auto,Daviena,puas,5,62
brand_label_auto,Daviena,jerawat,5,63
brand_label_auto,Daviena,masih,5,64
brand_label_auto,Daviena,mana,5,65
brand_label_auto,Daviena,makasih,5,66
brand_label_auto,Daviena,pengalamannya,5,67
brand_label_auto,Daviena,try,5,68
brand_label_auto,Daviena,hari,4,69
brand_label_auto,Daviena,kalo,4,70
brand_label_auto,Daviena,akhirnya,4,71
brand_label_auto,Daviena,breakout,4,72
brand_label_auto,Daviena,kalau,4,73
brand_label_auto,Daviena,dok,4,74
brand_label_auto,Daviena,pengen,4,75
brand_label_auto,Daviena,gtu,4,76
brand_label_auto,Daviena,serum,4,77
brand_label_auto,Daviena,kebetulan,4,78
brand_label_auto,Daviena,mois,3,79
brand_label_auto,Daviena,bole,3,80
brand_label_auto,Daviena,tipe,3,81
brand_label_auto,Daviena,tiap,3,82
brand_label_auto,Daviena,ngk,3,83
brand_label_auto,Daviena,the,3,84
brand_label_auto,Daviena,klo,3,85
brand_label_auto,Daviena,kusam,3,86
brand_label_auto,Daviena,sumpah,3,87
brand_label_auto,Daviena,ngefek,3,88
brand_label_auto,Daviena,okypratamaa,3,89
brand_label_auto,Daviena,kedua,3,90
brand_label_auto,Daviena,siang,3,91
brand_label_auto,Daviena,dulu,3,92
brand_label_auto,Daviena,asli,3,93
brand_label_auto,Daviena,utk,3,94
brand_label_auto,Daviena,ori,3,95
brand_label_auto,Daviena,tipis,3,96
brand_label_auto,Daviena,gimana,3,97
brand_label_auto,Daviena,iyaa,3,98
brand_label_auto,Daviena,disini,3,99
brand_label_auto,Daviena,sama²,3,100
brand_label_auto,Maryame,niacinamide,51,1
brand_label_auto,Maryame,gak,23,2
brand_label_auto,Maryame,enak,18,3
brand_label_auto,Maryame,hasilnya,17,4
brand_label_auto,Maryame,cocok,15,5
brand_label_auto,Maryame,ada,15,6
brand_label_auto,Maryame,dipakai,15,7
brand_label_auto,Maryame,sama,14,8
brand_label_auto,Maryame,buat,13,9
brand_label_auto,Maryame,pemakaian,10,10
brand_label_auto,Maryame,kulit,10,11
brand_label_auto,Maryame,minggu,10,12
brand_label_auto,Maryame,worth,10,13
brand_label_auto,Maryame,beli,10,14
brand_label_auto,Maryame,bagus,10,15
brand_label_auto,Maryame,emang,10,16
brand_label_auto,Maryame,tiap,9,17
brand_label_auto,Maryame,hari,9,18
brand_label_auto,Maryame,gampang,9,19
brand_label_auto,Maryame,mulai,9,20
brand_label_auto,Maryame,jujur,9,21
brand_label_auto,Maryame,tapi,9,22
brand_label_auto,Maryame,dikit,8,23
brand_label_auto,Maryame,muka,8,24
brand_label_auto,Maryame,nyerep,8,25
brand_label_auto,Maryame,bau,8,26
brand_label_auto,Maryame,aneh,8,27
brand_label_auto,Maryame,baru,8,28
brand_label_auto,Maryame,harga,8,29
brand_label_auto,Maryame,lumayan,8,30
brand_label_auto,Maryame,cerahan,8,31
brand_label_auto,Maryame,mau,7,32
brand_label_auto,Maryame,kulitku,7,33
brand_label_auto,Maryame,wangi,7,34
brand_label_auto,Maryame,teksturnya,7,35
brand_label_auto,Maryame,segitu,7,36
brand_label_auto,Maryame,puas,7,37
brand_label_auto,Maryame,kelihatan,7,38
brand_label_auto,Maryame,sekali,6,39
brand_label_auto,Maryame,seneng,6,40
brand_label_auto,Maryame,lagi,6,41
brand_label_auto,Maryame,dok,6,42
brand_label_auto,Maryame,bener,6,43
brand_label_auto,Maryame,penting,5,44
brand_label_auto,Maryame,cream,5,45
brand_label_auto,Maryame,nyari,5,46
brand_label_auto,Maryame,salah,5,47
brand_label_auto,Maryame,satu,5,48
brand_label_auto,Maryame,lama,5,49
brand_label_auto,Maryame,apa,4,50
brand_label_auto,Maryame,sensitif,4,51
brand_label_auto,Maryame,tpi,4,52
brand_label_auto,Maryame,flek,4,53
brand_label_auto,Maryame,nemu,4,54
brand_label_auto,Maryame,semoga,4,55
brand_label_auto,Maryame,klo,4,56
brand_label_auto,Maryame,packaging,4,57
brand_label_auto,Maryame,lucu,4,58
brand_label_auto,Maryame,isinya,4,59
brand_label_auto,Maryame,bikin,4,60
brand_label_auto,Maryame,ngerasain,4,61
brand_label_auto,Maryame,betul,4,62
brand_label_auto,Maryame,harian,4,63
brand_label_auto,Maryame,recommended,4,64
brand_label_auto,Maryame,suka,4,65
brand_label_auto,Maryame,tipe,4,66
brand_label_auto,Maryame,wah,4,67
brand_label_auto,Maryame,retinol,3,68
brand_label_auto,Maryame,jerawat,3,69
brand_label_auto,Maryame,padahal,3,70
brand_label_auto,Maryame,hitam,3,71
brand_label_auto,Maryame,bru,3,72
brand_label_auto,Maryame,sumpah,3,73
brand_label_auto,Maryame,beneran,3,74
brand_label_auto,Maryame,ngefek,3,75
brand_label_auto,Maryame,aman,3,76
brand_label_auto,Maryame,kemaren,3,77
brand_label_auto,Maryame,🥰🥰🥰,3,78
brand_label_auto,Maryame,kombinasi,3,79
brand_label_auto,Maryame,tetep,3,80
brand_label_auto,Maryame,nyaman,3,81
brand_label_auto,Maryame,lengket,3,82
brand_label_auto,Maryame,rekomendasi,3,83
brand_label_auto,Maryame,rutin,3,84
brand_label_auto,Maryame,lebih,3,85
brand_label_auto,Maryame,lembab,3,86
brand_label_auto,Maryame,siang,3,87
brand_label_auto,Maryame,pke,3,88
brand_label_auto,Maryame,alhamdulillah,3,89
brand_label_auto,Maryame,gatal,3,90
brand_label_auto,Maryame,hal,3,91
brand_label_auto,Maryame,pas,3,92
brand_label_auto,Maryame,bohong,3,93
brand_label_auto,Maryame,pengalamannya,3,94
brand_label_auto,Maryame,try,3,95
brand_label_auto,Maryame,boleh,2,96
brand_label_auto,Maryame,gmna,2,97
brand_label_auto,Maryame,pakenya,2,98
brand_label_auto,Maryame,kalo,2,99
brand_label_auto,Maryame,serum,2,100
brand_label_auto,The Originote,niacinamide,50,1
brand_label_auto,The Originote,serum,30,2
brand_label_auto,The Originote,sama,29,3
brand_label_auto,The Originote,retinol,22,4
brand_label_auto,The Originote,buat,21,5
brand_label_auto,The Originote,gak,20,6
brand_label_auto,The Originote,boleh,18,7
brand_label_auto,The Originote,cocok,17,8
brand_label_auto,The Originote,kalo,15,9
brand_label_auto,The Originote,hasilnya,15,10
brand_label_auto,The Originote,beli,15,11
brand_label_auto,The Originote,kulit,14,12
brand_label_auto,The Originote,hari,14,13
brand_label_auto,The Originote,jerawat,13,14
brand_label_auto,The Originote,tapi,13,15
brand_label_auto,The Originote,bagus,13,16
brand_label_auto,The Originote,mau,12,17
brand_label_auto,The Originote,baru,12,18
brand_label_auto,The Originote,pagi,12,19
brand_label_auto,The Originote,enak,11,20
brand_label_auto,The Originote,dipakai,11,21
brand_label_auto,The Originote,vit,11,22
brand_label_auto,The Originote,ada,10,23
brand_label_auto,The Originote,apa,10,24
brand_label_auto,The Originote,bikin,10,25
brand_label_auto,The Originote,bener,9,26
brand_label_auto,The Originote,harga,9,27
brand_label_auto,The Originote,worth,9,28
brand_label_auto,The Originote,pemakaian,8,29
brand_label_auto,The Originote,segitu,8,30
brand_label_auto,The Originote,lumayan,8,31
brand_label_auto,The Originote,puas,8,32
brand_label_auto,The Originote,tiap,8,33
brand_label_auto,The Originote,pengen,7,34
brand_label_auto,The Originote,salah,7,35
brand_label_auto,The Originote,satu,7,36
brand_label_auto,The Originote,bekas,7,37
brand_label_auto,The Originote,lebih,7,38
brand_label_auto,The Originote,packaging,7,39
brand_label_auto,The Originote,kulitku,7,40
brand_label_auto,The Originote,hyalu,7,41
brand_label_auto,The Originote,nyari,7,42
brand_label_auto,The Originote,sekali,7,43
brand_label_auto,The Originote,wah,7,44
brand_label_auto,The Originote,emang,7,45
brand_label_auto,The Originote,lagi,6,46
brand_label_auto,The Originote,isinya,6,47
brand_label_auto,The Originote,masih,6,48
brand_label_auto,The Originote,pas,6,49
brand_label_auto,The Originote,pakek,6,50
brand_label_auto,The Originote,cara,6,51
brand_label_auto,The Originote,acne,6,52
brand_label_auto,The Originote,seneng,6,53
brand_label_auto,The Originote,malam,6,54
brand_label_auto,The Originote,wangi,6,55
brand_label_auto,The Originote,teksturnya,6,56
brand_label_auto,The Originote,nemu,6,57
brand_label_auto,The Originote,tipe,6,58
brand_label_auto,The Originote,jujur,5,59
brand_label_auto,The Originote,rutin,5,60
brand_label_auto,The Originote,dipake,5,61
brand_label_auto,The Originote,sensitif,5,62
brand_label_auto,The Originote,umur,5,63
brand_label_auto,The Originote,moist,5,64
brand_label_auto,The Originote,lucu,5,65
brand_label_auto,The Originote,penting,5,66
brand_label_auto,The Originote,aneh,5,67
brand_label_auto,The Originote,kombinasi,5,68
brand_label_auto,The Originote,gini,5,69
brand_label_auto,The Originote,dulu,4,70
brand_label_auto,The Originote,muka,4,71
brand_label_auto,The Originote,butuh,4,72
brand_label_auto,The Originote,gimana,4,73
brand_label_auto,The Originote,udh,4,74
brand_label_auto,The Originote,setiap,4,75
brand_label_auto,The Originote,soalnya,4,76
brand_label_auto,The Originote,🥰🥰🥰,4,77
brand_label_auto,The Originote,trs,4,78
brand_label_auto,The Originote,lembab,4,79
brand_label_auto,The Originote,tau,4,80
brand_label_auto,The Originote,gampang,4,81
brand_label_auto,The Originote,nyerep,4,82
brand_label_auto,The Originote,bau,4,83
brand_label_auto,The Originote,cocok²,4,84
brand_label_auto,The Originote,bright,4,85
brand_label_auto,The Originote,moisturizer,4,86
brand_label_auto,The Originote,tetep,4,87
brand_label_auto,The Originote,minggu,4,88
brand_label_auto,The Originote,mulai,4,89
brand_label_auto,The Originote,kelihatan,4,90
brand_label_auto,The Originote,cerahan,4,91
brand_label_auto,The Originote,dikit,4,92
brand_label_auto,The Originote,kalau,4,93
brand_label_auto,The Originote,pump,4,94
brand_label_auto,The Originote,toner,4,95
brand_label_auto,The Originote,akhirnya,4,96
brand_label_auto,The Originote,breakout,4,97
brand_label_auto,The Originote,beneran,4,98
brand_label_auto,The Originote,setuju,4,99
brand_label_auto,The Originote,makasih,4,100
brand_label_auto,Mixed_2_Brands,sama,7,1
brand_label_auto,Mixed_2_Brands,retinol,6,2
brand_label_auto,Mixed_2_Brands,serum,6,3
brand_label_auto,Mixed_2_Brands,ada,5,4
brand_label_auto,Mixed_2_Brands,buat,4,5
brand_label_auto,Mixed_2_Brands,apa,4,6
brand_label_auto,Mixed_2_Brands,gak,4,7
brand_label_auto,Mixed_2_Brands,boleh,4,8
brand_label_auto,Mixed_2_Brands,aman,3,9
brand_label_auto,Mixed_2_Brands,kalo,3,10
brand_label_auto,Mixed_2_Brands,baru,3,11
brand_label_auto,Mixed_2_Brands,semakin,3,12
brand_label_auto,Mixed_2_Brands,semangat,3,13
brand_label_auto,Mixed_2_Brands,tapi,3,14
brand_label_auto,Mixed_2_Brands,pratista,2,15
brand_label_auto,Mixed_2_Brands,kulit,2,16
brand_label_auto,Mixed_2_Brands,jerawat,2,17
brand_label_auto,Mixed_2_Brands,bagus,2,18
brand_label_auto,Mixed_2_Brands,niacinamide,2,19
brand_label_auto,Mixed_2_Brands,gmn,2,20
brand_label_auto,Mixed_2_Brands,glowing,2,21
brand_label_auto,Mixed_2_Brands,umur,2,22
brand_label_auto,Mixed_2_Brands,pke,2,23
brand_label_auto,Mixed_2_Brands,ibu,2,24
brand_label_auto,Mixed_2_Brands,mau,2,25
brand_label_auto,Mixed_2_Brands,lagi,2,26
brand_label_auto,Mixed_2_Brands,pengen,2,27
brand_label_auto,Mixed_2_Brands,tetep,2,28
brand_label_auto,Mixed_2_Brands,satu,2,29
brand_label_auto,Mixed_2_Brands,lain,2,30
brand_label_auto,Mixed_2_Brands,kaka,2,31
brand_label_auto,Mixed_2_Brands,dok,2,32
brand_label_auto,Mixed_2_Brands,ttp,2,33
brand_label_auto,Mixed_2_Brands,harga,2,34
brand_label_auto,Mixed_2_Brands,cekit,2,35
brand_label_auto,Mixed_2_Brands,kira,2,36
brand_label_auto,Mixed_2_Brands,doang,2,37
brand_label_auto,Mixed_2_Brands,wah,2,38
brand_label_auto,Mixed_2_Brands,makasih,2,39
brand_label_auto,Mixed_2_Brands,mending,1,40
brand_label_auto,Mixed_2_Brands,elsheskin,1,41
brand_label_auto,Mixed_2_Brands,glowingskin,1,42
brand_label_auto,Mixed_2_Brands,nyata,1,43
brand_label_auto,Mixed_2_Brands,skincaretips,1,44
brand_label_auto,Mixed_2_Brands,wajib,1,45
brand_label_auto,Mixed_2_Brands,dicoba,1,46
brand_label_auto,Mixed_2_Brands,beruntusan,1,47
brand_label_auto,Mixed_2_Brands,beberapa,1,48
brand_label_auto,Mixed_2_Brands,usia,1,49
brand_label_auto,Mixed_2_Brands,gunakan,1,50
brand_label_auto,Mixed_2_Brands,bng,1,51
brand_label_auto,Mixed_2_Brands,tim,1,52
brand_label_auto,Mixed_2_Brands,implora,1,53
brand_label_auto,Mixed_2_Brands,uda,1,54
brand_label_auto,Mixed_2_Brands,apalagi,1,55
brand_label_auto,Mixed_2_Brands,kombinasi,1,56
brand_label_auto,Mixed_2_Brands,niacinemide,1,57
brand_label_auto,Mixed_2_Brands,bakulicol,1,58
brand_label_auto,Mixed_2_Brands,selang,1,59
brand_label_auto,Mixed_2_Brands,seling,1,60
brand_label_auto,Mixed_2_Brands,yaa,1,61
brand_label_auto,Mixed_2_Brands,terus,1,62
brand_label_auto,Mixed_2_Brands,layer,1,63
brand_label_auto,Mixed_2_Brands,paginya,1,64
brand_label_auto,Mixed_2_Brands,nampol,1,65
brand_label_auto,Mixed_2_Brands,mukaku,1,66
brand_label_auto,Mixed_2_Brands,buersih,1,67
brand_label_auto,Mixed_2_Brands,😭😭belum,1,68
brand_label_auto,Mixed_2_Brands,pernah,1,69
brand_label_auto,Mixed_2_Brands,secocok,1,70
brand_label_auto,Mixed_2_Brands,❤️❤️,1,71
brand_label_auto,Mixed_2_Brands,bru,1,72
brand_label_auto,Mixed_2_Brands,pertma,1,73
brand_label_auto,Mixed_2_Brands,kali,1,74
brand_label_auto,Mixed_2_Brands,mulai,1,75
brand_label_auto,Mixed_2_Brands,dri,1,76
brand_label_auto,Mixed_2_Brands,brp,1,77
brand_label_auto,Mixed_2_Brands,overclaim,1,78
brand_label_auto,Mixed_2_Brands,anjjjjj,1,79
brand_label_auto,Mixed_2_Brands,menyusui,1,80
brand_label_auto,Mixed_2_Brands,gimana,1,81
brand_label_auto,Mixed_2_Brands,best,1,82
brand_label_auto,Mixed_2_Brands,tiap,1,83
brand_label_auto,Mixed_2_Brands,hari,1,84
brand_label_auto,Mixed_2_Brands,cantik,1,85
brand_label_auto,Mixed_2_Brands,glowseries,1,86
brand_label_auto,Mixed_2_Brands,gaaaa,1,87
brand_label_auto,Mixed_2_Brands,pakee,1,88
brand_label_auto,Mixed_2_Brands,😂😂😂,1,89
brand_label_auto,Mixed_2_Brands,rekomen,1,90
brand_label_auto,Mixed_2_Brands,pemula,1,91
brand_label_auto,Mixed_2_Brands,bingung,1,92
brand_label_auto,Mixed_2_Brands,mana😭,1,93
brand_label_auto,Mixed_2_Brands,kan,1,94
brand_label_auto,Mixed_2_Brands,proses,1,95
brand_label_auto,Mixed_2_Brands,kk🙄,1,96
brand_label_auto,Mixed_2_Brands,pakek,1,97
brand_label_auto,Mixed_2_Brands,jga,1,98
brand_label_auto,Mixed_2_Brands,cocok🥰,1,99
brand_label_auto,Mixed_2_Brands,pertama,1,100
brand_label_auto,Mixed_3plus_Brands,retinol,28,1
brand_label_auto,Mixed_3plus_Brands,boleh,25,2
brand_label_auto,Mixed_3plus_Brands,gak,18,3
brand_label_auto,Mixed_3plus_Brands,buat,18,4
brand_label_auto,Mixed_3plus_Brands,cream,16,5
brand_label_auto,Mixed_3plus_Brands,mau,16,6
brand_label_auto,Mixed_3plus_Brands,sama,15,7
brand_label_auto,Mixed_3plus_Brands,apa,14,8
brand_label_auto,Mixed_3plus_Brands,serum,14,9
brand_label_auto,Mixed_3plus_Brands,kulit,12,10
brand_label_auto,Mixed_3plus_Brands,kalo,10,11
brand_label_auto,Mixed_3plus_Brands,kalau,10,12
brand_label_auto,Mixed_3plus_Brands,skin,9,13
brand_label_auto,Mixed_3plus_Brands,klo,9,14
brand_label_auto,Mixed_3plus_Brands,pke,9,15
brand_label_auto,Mixed_3plus_Brands,pink,8,16
brand_label_auto,Mixed_3plus_Brands,jerawat,8,17
brand_label_auto,Mixed_3plus_Brands,moisturizer,8,18
brand_label_auto,Mixed_3plus_Brands,ada,8,19
brand_label_auto,Mixed_3plus_Brands,cocok,8,20
brand_label_auto,Mixed_3plus_Brands,teh,8,21
brand_label_auto,Mixed_3plus_Brands,terus,7,22
brand_label_auto,Mixed_3plus_Brands,muka,7,23
brand_label_auto,Mixed_3plus_Brands,makasih,7,24
brand_label_auto,Mixed_3plus_Brands,bagus,6,25
brand_label_auto,Mixed_3plus_Brands,toner,6,26
brand_label_auto,Mixed_3plus_Brands,harus,6,27
brand_label_auto,Mixed_3plus_Brands,baru,6,28
brand_label_auto,Mixed_3plus_Brands,malam,6,29
brand_label_auto,Mixed_3plus_Brands,flek,6,30
brand_label_auto,Mixed_3plus_Brands,vit,6,31
brand_label_auto,Mixed_3plus_Brands,hyalu,5,32
brand_label_auto,Mixed_3plus_Brands,aman,5,33
brand_label_auto,Mixed_3plus_Brands,moist,5,34
brand_label_auto,Mixed_3plus_Brands,bener,5,35
brand_label_auto,Mixed_3plus_Brands,sma,5,36
brand_label_auto,Mixed_3plus_Brands,lagi,5,37
brand_label_auto,Mixed_3plus_Brands,berapa,5,38
brand_label_auto,Mixed_3plus_Brands,mana,5,39
brand_label_auto,Mixed_3plus_Brands,pagi,5,40
brand_label_auto,Mixed_3plus_Brands,trs,5,41
brand_label_auto,Mixed_3plus_Brands,kan,5,42
brand_label_auto,Mixed_3plus_Brands,beli,5,43
brand_label_auto,Mixed_3plus_Brands,mlm,5,44
brand_label_auto,Mixed_3plus_Brands,tapi,5,45
brand_label_auto,Mixed_3plus_Brands,takut,5,46
brand_label_auto,Mixed_3plus_Brands,wah,5,47
brand_label_auto,Mixed_3plus_Brands,tanya,4,48
brand_label_auto,Mixed_3plus_Brands,dipake,4,49
brand_label_auto,Mixed_3plus_Brands,pemula,4,50
brand_label_auto,Mixed_3plus_Brands,berjerawat,4,51
brand_label_auto,Mixed_3plus_Brands,berminyak,4,52
brand_label_auto,Mixed_3plus_Brands,udh,4,53
brand_label_auto,Mixed_3plus_Brands,umur,4,54
brand_label_auto,Mixed_3plus_Brands,soalnya,4,55
brand_label_auto,Mixed_3plus_Brands,tiap,4,56
brand_label_auto,Mixed_3plus_Brands,hari,4,57
brand_label_auto,Mixed_3plus_Brands,cara,4,58
brand_label_auto,Mixed_3plus_Brands,beda,4,59
brand_label_auto,Mixed_3plus_Brands,acne,4,60
brand_label_auto,Mixed_3plus_Brands,harga,4,61
brand_label_auto,Mixed_3plus_Brands,tau,4,62
brand_label_auto,Mixed_3plus_Brands,hitam,4,63
brand_label_auto,Mixed_3plus_Brands,make,4,64
brand_label_auto,Mixed_3plus_Brands,care,3,65
brand_label_auto,Mixed_3plus_Brands,lain,3,66
brand_label_auto,Mixed_3plus_Brands,habis,3,67
brand_label_auto,Mixed_3plus_Brands,night,3,68
brand_label_auto,Mixed_3plus_Brands,pori,3,69
brand_label_auto,Mixed_3plus_Brands,besar,3,70
brand_label_auto,Mixed_3plus_Brands,ampoule,3,71
brand_label_auto,Mixed_3plus_Brands,mask,3,72
brand_label_auto,Mixed_3plus_Brands,punya,3,73
brand_label_auto,Mixed_3plus_Brands,gitu,3,74
brand_label_auto,Mixed_3plus_Brands,minta,3,75
brand_label_auto,Mixed_3plus_Brands,niacin,3,76
brand_label_auto,Mixed_3plus_Brands,glow,3,77
brand_label_auto,Mixed_3plus_Brands,the,3,78
brand_label_auto,Mixed_3plus_Brands,busui,3,79
brand_label_auto,Mixed_3plus_Brands,btw,3,80
brand_label_auto,Mixed_3plus_Brands,ngga,3,81
brand_label_auto,Mixed_3plus_Brands,paket,3,82
brand_label_auto,Mixed_3plus_Brands,blm,3,83
brand_label_auto,Mixed_3plus_Brands,dokter,3,84
brand_label_auto,Mixed_3plus_Brands,gmn,3,85
brand_label_auto,Mixed_3plus_Brands,wajib,3,86
brand_label_auto,Mixed_3plus_Brands,mix,3,87
brand_label_auto,Mixed_3plus_Brands,biasa,3,88
brand_label_auto,Mixed_3plus_Brands,gimana,3,89
brand_label_auto,Mixed_3plus_Brands,pakenya,3,90
brand_label_auto,Mixed_3plus_Brands,lgi,3,91
brand_label_auto,Mixed_3plus_Brands,pengen,3,92
brand_label_auto,Mixed_3plus_Brands,isinya,3,93
brand_label_auto,Mixed_3plus_Brands,ganti,3,94
brand_label_auto,Mixed_3plus_Brands,😂😂😂,3,95
brand_label_auto,Mixed_3plus_Brands,disini,3,96
brand_label_auto,Mixed_3plus_Brands,keluar,3,97
brand_label_auto,Mixed_3plus_Brands,beneran,3,98
brand_label_auto,Mixed_3plus_Brands,infonyaa,3,99
brand_label_auto,Mixed_3plus_Brands,ngerasain,3,100
brand_label_auto,Not identified,apa,6,1
brand_label_auto,Not identified,pkai,4,2
brand_label_auto,Not identified,kulit,3,3
brand_label_auto,Not identified,udh,3,4
brand_label_auto,Not identified,moist,3,5
brand_label_auto,Not identified,jrwat,3,6
brand_label_auto,Not identified,klo,3,7
brand_label_auto,Not identified,ada,3,8
brand_label_auto,Not identified,muka,3,9
brand_label_auto,Not identified,skin,3,10
brand_label_auto,Not identified,bagus,3,11
brand_label_auto,Not identified,langsung,3,12
brand_label_auto,Not identified,kering,2,13
brand_label_auto,Not identified,sensitif,2,14
brand_label_auto,Not identified,ampoul,2,15
brand_label_auto,Not identified,skrng,2,16
brand_label_auto,Not identified,minimalis,2,17
brand_label_auto,Not identified,kusam,2,18
brand_label_auto,Not identified,bruntusan,2,19
brand_label_auto,Not identified,buat,2,20
brand_label_auto,Not identified,item,2,21
brand_label_auto,Not identified,beli,2,22
brand_label_auto,Not identified,cii,1,23
brand_label_auto,Not identified,gimana,1,24
brand_label_auto,Not identified,ngatasinnya,1,25
brand_label_auto,Not identified,kadang,1,26
brand_label_auto,Not identified,gatal,1,27
brand_label_auto,Not identified,tolongg,1,28
brand_label_auto,Not identified,cii😭,1,29
brand_label_auto,Not identified,bln,1,30
brand_label_auto,Not identified,lbih,1,31
brand_label_auto,Not identified,kyanya,1,32
brand_label_auto,Not identified,saran,1,33
brand_label_auto,Not identified,cici,1,34
brand_label_auto,Not identified,pink,1,35
brand_label_auto,Not identified,hbis,1,36
brand_label_auto,Not identified,tinggal,1,37
brand_label_auto,Not identified,oat,1,38
brand_label_auto,Not identified,jrng,1,39
brand_label_auto,Not identified,muncul,1,40
brand_label_auto,Not identified,trs,1,41
brand_label_auto,Not identified,ttol,1,42
brand_label_auto,Not identified,cpt,1,43
brand_label_auto,Not identified,kempes,1,44
brand_label_auto,Not identified,bekas,1,45
brand_label_auto,Not identified,lumyn,1,46
brand_label_auto,Not identified,pudar,1,47
brand_label_auto,Not identified,cuma,1,48
brand_label_auto,Not identified,siang,1,49
brand_label_auto,Not identified,keliatan,1,50
brand_label_auto,Not identified,krna,1,51
brand_label_auto,Not identified,berminyak,1,52
brand_label_auto,Not identified,area,1,53
brand_label_auto,Not identified,zone,1,54
brand_label_auto,Not identified,hrus,1,55
brand_label_auto,Not identified,tmbh,1,56
brand_label_auto,Not identified,kira,1,57
brand_label_auto,Not identified,kalo,1,58
brand_label_auto,Not identified,rekomen,1,59
brand_label_auto,Not identified,krim,1,60
brand_label_auto,Not identified,tolonggg,1,61
brand_label_auto,Not identified,warna,1,62
brand_label_auto,Not identified,merata,1,63
brand_label_auto,Not identified,bagusnya,1,64
brand_label_auto,Not identified,make,1,65
brand_label_auto,Not identified,mke,1,66
brand_label_auto,Not identified,innisfree,1,67
brand_label_auto,Not identified,putih,1,68
brand_label_auto,Not identified,sma,1,69
brand_label_auto,Not identified,coklat,1,70
brand_label_auto,Not identified,tone,1,71
brand_label_auto,Not identified,brightening,1,72
brand_label_auto,Not identified,caps,1,73
brand_label_auto,Not identified,cream,1,74
brand_label_auto,Not identified,tub,1,75
brand_label_auto,Not identified,biru,1,76
brand_label_auto,Not identified,tpi,1,77
brand_label_auto,Not identified,gaada,1,78
brand_label_auto,Not identified,perubahan,1,79
brand_label_auto,Not identified,bingung,1,80
brand_label_auto,Not identified,bagusan,1,81
brand_label_auto,Not identified,mois,1,82
brand_label_auto,Not identified,minimalist,1,83
brand_label_auto,Not identified,illiyoon,1,84
brand_label_auto,Not identified,rekomendasi,1,85
brand_label_auto,Not identified,kondisi,1,86
brand_label_auto,Not identified,trsrb,1,87
brand_label_auto,Not identified,close,1,88
brand_label_auto,Not identified,comedo,1,89
brand_label_auto,Not identified,chikenskin,1,90
brand_label_auto,Not identified,pncet,1,91
brand_label_auto,Not identified,isi😭,1,92
brand_label_auto,Not identified,ffy,1,93
brand_label_auto,Not identified,labore,1,94
brand_label_auto,Not identified,facetology,1,95
brand_label_auto,Not identified,eksfoliasipad,1,96
brand_label_auto,Not identified,masih,1,97
brand_label_auto,Not identified,membaik,1,98
brand_label_auto,Not identified,mmbaik😭,1,99
brand_label_auto,Not identified,rekomedasi,1,100
